REGION,TYPE OF OFFENCE,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4
Fredensborg,Theft of/taking moped without the owners consent (TWOC),7,8,9,5,2,6,6,5,6,11,8,4
Fredensborg,Theft of/taking bicycle without the owners consent (TWOC),48,82,87,82,71,112,113,100,83,122,108,78
Fredensborg,Theft of/taking other objects without the owners consent (TWOC),3,8,13,6,12,12,13,16,5,17,13,12
Fredensborg,Theft by finding,0,2,2,0,0,0,1,1,0,1,2,0
Fredensborg,Embezzlement,0,1,3,0,2,1,1,0,0,1,2,1
Fredensborg,Fraud,7,3,7,4,2,3,2,5,10,6,10,19
Fredensborg,Fraud by cheque,0,0,0,0,0,1,0,0,0,0,0,0
Fredensborg,Fraud by abuse of position,0,1,0,0,0,0,0,0,0,0,0,0
Fredensborg,Blackmail and usury,0,1,0,0,0,1,1,0,1,1,1,0
Fredensborg,Fraud against creditors,2,0,0,0,0,0,1,0,0,0,0,0
Fredensborg,Handling stolen goods,1,1,1,1,0,0,0,1,3,0,2,0
Fredensborg,Robbery,7,4,3,4,2,4,7,4,6,11,8,11
Fredensborg,Aggravated tax evasion etc.,0,0,0,1,1,2,0,2,1,0,0,0
Fredensborg,Malicious damage to property,74,71,53,65,70,54,41,75,50,71,73,75
Fredensborg,Receiving stolen goods by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Fredensborg,Offence against and infringement of property,0,1,0,1,0,1,0,1,0,0,0,1
Fredensborg,"Other offences, total",3,11,7,11,4,10,5,7,4,8,2,5
Fredensborg,"Offences against public authority, etc.",2,4,0,3,0,4,4,1,2,2,1,1
Fredensborg,Offences by public servants,0,0,0,0,0,0,0,0,0,0,0,0
Fredensborg,Perjury,0,0,0,0,0,0,0,0,0,0,0,0
Fredensborg,Any other kind of false statement,0,5,0,1,2,2,0,0,1,2,0,0
Fredensborg,Offences concerning money and evidence,0,0,2,4,0,1,0,1,0,1,0,0
Fredensborg,"Trafficking of drugs, etc.",0,0,0,1,2,0,0,0,0,0,0,0
Fredensborg,Smuggling etc. of drugs,0,0,0,0,0,0,0,0,0,0,0,0
Fredensborg,General public offences etc.,0,0,0,0,0,0,0,1,0,0,1,0
Fredensborg,"Illegal trade, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Fredensborg,Family relation offences,0,0,0,0,0,0,0,1,0,0,0,0
Fredensborg,Involuntary manslaughter etc. in connection with traffic accident,0,0,0,1,0,0,0,0,0,0,0,1
Fredensborg,Non-molestation order (Repealed in 2012),0,0,2,0,0,0,0,0,0,0,0,0
Fredensborg,Invasion of privacy and defamation,1,2,3,1,0,3,1,3,1,3,0,3
Fredensborg,"Special acts, total",40,80,53,44,71,40,44,38,44,49,48,36
Fredensborg,Euphoriants Act,3,7,3,3,25,4,8,5,11,5,7,6
Fredensborg,The Offensive Weapons Act,4,9,3,7,15,8,8,8,6,4,8,4
Fredensborg,"Tax legislation and fiscal acts, etc.",0,1,3,2,1,0,5,0,0,5,1,0
Fredensborg,Other special acts in criminal law,6,32,13,16,9,9,9,7,14,16,6,7
Fredensborg,Health and social security legislation,2,0,1,0,3,2,1,3,2,0,2,0
Fredensborg,Building and housing legislation,0,0,0,0,0,0,0,0,0,0,0,0
Fredensborg,The environmental protection act,3,4,2,3,2,1,3,1,3,7,4,4
Fredensborg,"Legislation on animals, hunting, etc.",14,13,16,6,8,9,8,9,4,6,12,11
Fredensborg,"Legislation on employment, transport, etc.",5,8,9,5,6,5,2,3,2,5,5,2
Fredensborg,The Companies Act,1,1,0,0,0,0,0,1,0,1,2,0
Fredensborg,Legislation on the national defence,0,3,0,1,1,0,0,0,0,0,0,1
Fredensborg,Legislation applying to public utilities,1,1,0,0,0,0,0,0,1,0,0,0
Fredensborg,"Legislation on gambling, licencing, trade",1,1,1,1,0,2,0,1,1,0,1,1
Fredensborg,Any other special legislation,0,0,2,0,1,0,0,0,0,0,0,0
Fredensborg,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Frederikssund,"Nature of the offence, total",836,777,858,889,846,947,915,935,820,900,837,862
Frederikssund,"Penal Code, total",755,671,750,794,755,786,779,807,640,774,723,754
Frederikssund,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Frederikssund,"Sexual offenses, total",6,4,10,4,3,17,9,4,3,2,6,2
Frederikssund,"Incest, etc.",0,0,1,0,0,0,0,0,0,0,0,0
Frederikssund,"Rape, etc.",0,0,3,2,1,5,5,1,2,1,1,2
Frederikssund,Heterosexual offence against a child under 12 (Repealed in 2013),1,2,0,0,0,0,0,0,0,0,0,0
Frederikssund,Sexual offence against a child under 12 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Frederikssund,Any other kind of heterosexual offence (Repealed in 2013),1,0,1,0,0,3,2,0,0,1,1,0
Frederikssund,Sexual offence against a child under 15 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Frederikssund,Any other kind of sexual offence (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Frederikssund,Homosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Frederikssund,Any other kind of homosexual offence (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Frederikssund,Offence against public decency by groping,1,1,3,0,0,4,0,1,0,0,1,0
Frederikssund,Offence against public decency by indecent exposure,2,0,1,0,0,0,1,2,0,0,0,0
Frederikssund,Any other kind of offence against public decency,1,1,1,1,2,4,1,0,1,0,2,0
Frederikssund,"Prostitution, etc.",0,0,0,1,0,1,0,0,0,0,1,0
Frederikssund,"Crimes of violence, total",32,38,35,48,36,43,33,41,28,49,27,31
Frederikssund,Violence against public authority,6,6,8,6,7,6,3,2,1,6,4,2
Frederikssund,Unlawful assembly/disturbance of public order,0,0,0,0,0,0,0,0,0,1,0,0
Frederikssund,Homicide,0,0,0,0,0,0,0,0,0,0,0,0
Frederikssund,Attempted homicide,0,0,2,0,0,0,1,0,1,3,0,0
Frederikssund,Coercive control,0,0,0,0,0,0,0,0,0,0,0,0
Frederikssund,Common assault,19,21,17,22,18,21,20,28,19,17,12,15
Frederikssund,Assault causing actual bodily harm,3,6,3,6,2,4,4,3,2,10,6,3
Frederikssund,Particularly aggravated assault,0,0,0,0,0,0,0,0,0,0,1,0
Frederikssund,Unprovoked assault,0,0,0,0,0,0,0,0,0,0,0,0
Frederikssund,Any other kind of intentional trespass to the person,0,0,0,0,0,0,0,0,0,0,0,0
Frederikssund,Intentional bodily harm,0,0,0,0,0,0,0,0,0,0,0,0
Frederikssund,Causing death or bodily harm by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Frederikssund,Offences against life and limb,0,1,1,0,1,0,2,1,2,1,2,1
Frederikssund,Offences against personal liberty,0,0,0,0,0,0,0,0,0,1,1,0
Frederikssund,Threats,4,4,4,14,8,12,3,7,3,10,1,10
Frederikssund,"Offences against property, total",701,619,691,731,701,715,729,744,601,717,683,704
Frederikssund,Forgery,2,1,1,6,2,1,1,2,10,1,1,0
Frederikssund,Cheque forgery,0,0,0,0,2,2,0,0,0,1,0,0
Frederikssund,Arson,0,1,3,1,4,5,4,2,3,0,0,0
Frederikssund,Burglary - business and community,113,60,68,59,88,55,48,77,48,42,40,71
Frederikssund,Residential burglaries,72,57,22,70,66,31,42,61,72,37,36,100
Frederikssund,Burglary (uninhabited buildings),28,30,38,34,33,24,33,31,25,34,39,31
Frederikssund,Theft from conveyances,74,62,99,106,60,65,78,95,63,102,58,72
Frederikssund,"Shoplifting, etc.",14,20,11,30,28,26,17,37,19,49,23,30
Frederikssund,Other kinds of theft,133,133,168,144,155,187,180,156,129,174,155,148
Frederikssund,Theft of/taking vehicle without the owners consent (TWOC),34,27,32,35,24,36,33,28,19,27,41,36
Frederikssund,Theft of/taking moped without the owners consent (TWOC),15,13,19,20,7,23,14,13,17,14,21,16
Frederikssund,Theft of/taking bicycle without the owners consent (TWOC),56,76,96,97,80,88,105,107,77,127,138,70
Frederikssund,Theft of/taking other objects without the owners consent (TWOC),17,19,25,11,17,25,21,12,14,25,38,29
Frederikssund,Theft by finding,2,3,1,0,1,2,2,3,1,1,0,5
Frederikssund,Embezzlement,0,0,1,0,0,0,1,0,1,1,1,1
Frederikssund,Fraud,10,2,18,15,10,13,7,15,14,9,12,8
Frederikssund,Fraud by cheque,0,0,1,0,0,1,0,0,0,0,0,0
Frederikssund,Fraud by abuse of position,0,0,0,0,0,0,0,0,1,0,0,0
Frederikssund,Blackmail and usury,0,1,0,0,1,0,0,0,1,0,3,0
Frederikssund,Fraud against creditors,0,0,0,0,1,1,0,0,0,1,0,1
Frederikssund,Handling stolen goods,2,5,1,2,3,3,3,1,3,0,0,4
Frederikssund,Robbery,4,4,5,2,3,6,5,6,5,1,4,6
Frederikssund,Aggravated tax evasion etc.,0,0,0,0,2,1,2,2,0,1,0,0
Frederikssund,Malicious damage to property,125,104,80,97,113,119,132,96,78,69,73,76
Frederikssund,Receiving stolen goods by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Frederikssund,Offence against and infringement of property,0,1,2,2,1,1,1,0,1,1,0,0
Frederikssund,"Other offences, total",16,10,14,11,15,11,8,18,8,6,7,17
Frederikssund,"Offences against public authority, etc.",9,5,6,5,10,11,1,10,1,1,2,6
Frederikssund,Offences by public servants,0,0,0,0,0,0,0,0,0,0,0,0
Frederikssund,Perjury,0,0,0,0,0,0,0,0,0,0,0,0
